first_name, last_name, phone, email, street, city, state, zip_code
'Rodrick','Shelton',NULL,'rodrick.shelton@hotmail.com','7157 Addison Street ','Canyon Country','CA',91387
'Ferne','Kline',NULL,'ferne.kline@hotmail.com','303 Shady St. ','Fullerton','CA',92831
'Rubin','Decker','(716) 950-9835','rubin.decker@gmail.com','9875 Shady Ave. ','Buffalo','NY',14215
'Dortha','Jarvis','(442) 919-8256','dortha.jarvis@yahoo.com','76 Prince Drive ','Oceanside','NY',11572
'Mariela','Huffman',NULL,'mariela.huffman@gmail.com','531 Fieldstone Road ','Garden City','NY',11530
'Mellisa','Farley',NULL,'mellisa.farley@yahoo.com','21 West Princess St. ','Central Islip','NY',11722
'Myung','Hooper',NULL,'myung.hooper@gmail.com','951 Mill Road ','Elmont','NY',11003
'Angelina','Lloyd',NULL,'angelina.lloyd@yahoo.com','9593 North Sherman Dr. ','Apple Valley','CA',92307
'Trinity','Riddle',NULL,'trinity.riddle@aol.com','23 Oakland Lane ','Ballston Spa','NY',12020
'Barton','Crosby',NULL,'barton.crosby@msn.com','896 Edgewater St. ','Bellmore','NY',11710
'Claudio','Wise',NULL,'claudio.wise@hotmail.com','810 Oxford Ave. ','Kingston','NY',12401
'Katheleen','Marks',NULL,'katheleen.marks@yahoo.com','69 North Tower St. ','Longview','TX',75604
'Deja','Chaney',NULL,'deja.chaney@hotmail.com','52 Woodside Ave. ','Jamaica','NY',11432
'Queenie','Vance',NULL,'queenie.vance@gmail.com','172 Arcadia Ave. ','Ozone Park','NY',11417
'Josh','Shaw',NULL,'josh.shaw@gmail.com','212 North Leeton Ridge Street ','Hopewell Junction','NY',12533
'Pinkie','Kirkland',NULL,'pinkie.kirkland@yahoo.com','18 Myers St. ','San Angelo','TX',76901
'Lavette','Wright',NULL,'lavette.wright@msn.com','6 Windsor Street ','Ronkonkoma','NY',11779
'Mark','Garrett',NULL,'mark.garrett@msn.com','285 Rosewood Dr. ','Monroe','NY',10950
'Myesha','Burgess',NULL,'myesha.burgess@gmail.com','306 Trenton Rd. ','Campbell','CA',95008
'Justina','Long',NULL,'justina.long@aol.com','39 Littleton Ave. ','South El Monte','CA',91733
'Brenda','Tate',NULL,'brenda.tate@msn.com','36 Hilltop Street ','San Angelo','TX',76901
'Rayna','Perry',NULL,'rayna.perry@hotmail.com','7238 Oakland St. ','Ozone Park','NY',11417
'Randolph','Chase',NULL,'randolph.chase@yahoo.com','828 Bridle Ave. ','San Lorenzo','CA',94580
'Jaimee','Day',NULL,'jaimee.day@aol.com','7534 Whitemarsh Ave. ','Poughkeepsie','NY',12601
'Susann','Bass',NULL,'susann.bass@msn.com','21 Old Rock Maple Ave. ','Commack','NY',11725
'Leola','Gould',NULL,'leola.gould@gmail.com','8 Kirkland St. ','Astoria','NY',11102
'Virgil','Frost',NULL,'virgil.frost@gmail.com','9798 Beacon St. ','Levittown','NY',11756
'Mireille','Puckett','(805) 961-9909','mireille.puckett@hotmail.com','378 Purple Finch Drive ','Oxnard','CA',93035
'Keturah','Massey',NULL,'keturah.massey@msn.com','189 Arnold Drive ','Banning','CA',92220
'Charmain','Webster',NULL,'charmain.webster@hotmail.com','36 East Stonybrook Rd. ','Richardson','TX',75080
'Barry','Buckner',NULL,'barry.buckner@gmail.com','8779 High Noon Rd. ','Centereach','NY',11720
'Boyce','Burks',NULL,'boyce.burks@gmail.com','879 Harvey Dr. ','Sunnyside','NY',11104
'Monty','Frost','(516) 460-5396','monty.frost@aol.com','76 Foxrun Dr. ','Hempstead','NY',11550
'Tiny','French',NULL,'tiny.french@hotmail.com','7163 Hall St. ','Plainview','NY',11803
'Clementina','Sargent',NULL,'clementina.sargent@hotmail.com','9853 Catherine Road ','Rome','NY',13440
'Danny','Kim',NULL,'danny.kim@msn.com','74 Essex Drive ','South Ozone Park','NY',11420
'Sophia','Mcmillan',NULL,'sophia.mcmillan@msn.com','8541 S. Pleasant Street ','Uniondale','NY',11553
'Christia','Carson',NULL,'christia.carson@gmail.com','220 Orchard Street ','Helotes','TX',78023
'Jennie','Middleton',NULL,'jennie.middleton@gmail.com','95 High Noon Dr. ','Upland','CA',91784
'Jame','Riggs',NULL,'jame.riggs@hotmail.com','9237 Hudson Drive ','Bay Shore','NY',11706
'Rayford','Simon',NULL,'rayford.simon@msn.com','998 Whitemarsh Road ','Mountain View','CA',94043
'Annett','Garrett',NULL,'annett.garrett@yahoo.com','19 Euclid Lane ','Scarsdale','NY',10583
'Hayden','Cross',NULL,'hayden.cross@gmail.com','90 Pumpkin Hill St. ','Apple Valley','CA',92307
'Rolanda','Larsen',NULL,'rolanda.larsen@yahoo.com','5 West University Court ','Woodhaven','NY',11421
'Jayme','Zamora',NULL,'jayme.zamora@gmail.com','2 Ridge Lane ','Springfield Gardens','NY',11413
'Hope','Cotton',NULL,'hope.cotton@aol.com','9092 Blue Spring Dr. ','Redondo Beach','CA',90278
'Vikki','Erickson',NULL,'vikki.erickson@yahoo.com','24 Jones Street ','Kingston','NY',12401
'Fransisca','Nicholson',NULL,'fransisca.nicholson@aol.com','945 Schoolhouse Street ','Glendora','CA',91740
'Mazie','Fernandez',NULL,'mazie.fernandez@hotmail.com','583 Harvard Ave. ','Webster','NY',14580
'Anderson','Martin',NULL,'anderson.martin@hotmail.com','9051 Hillside Dr. ','Canandaigua','NY',14424
'Gilberto','Parsons',NULL,'gilberto.parsons@gmail.com','8115 North Edgewater Drive ','Middle Village','NY',11379
'Charise','Burt','(559) 888-2229','charise.burt@aol.com','582 Creek St. ','Fresno','CA',93706
'Cameron','Carroll',NULL,'cameron.carroll@yahoo.com','9133 South Halifax Ave. ','Longview','TX',75604
'Melani','Jarvis',NULL,'melani.jarvis@hotmail.com','8 Tunnel St. ','Maspeth','NY',11378
'Javier','Nichols',NULL,'javier.nichols@msn.com','8944 Marconi St. ','Rowlett','TX',75088
'Justina','Jenkins',NULL,'justina.jenkins@yahoo.com','8236 Creek St. ','Baldwin','NY',11510
'Hortencia','Graham',NULL,'hortencia.graham@aol.com','7764 Greenrose Street ','Euless','TX',76039
'Christia','Wilkins',NULL,'christia.wilkins@msn.com','7062 Willow Court ','Woodside','NY',11377
'Eliz','Whitney',NULL,'eliz.whitney@msn.com','523 Crescent Court ','Fullerton','CA',92831
'Justin','Newton',NULL,'justin.newton@hotmail.com','93 Shore Rd. ','Apple Valley','CA',92307
'Aron','Wiggins','(442) 497-3353','aron.wiggins@aol.com','6 Bradford St. ','Oceanside','NY',11572
'Chere','Hardin',NULL,'chere.hardin@yahoo.com','763 Fulton Road ','Brooklyn','NY',11201
'Merideth','Preston',NULL,'merideth.preston@yahoo.com','794 Rockaway St. ','Poughkeepsie','NY',12601
'Jeniffer','Slater',NULL,'jeniffer.slater@aol.com','30 Old Orange Lane ','Schenectady','NY',12302
'Laureen','Paul',NULL,'laureen.paul@yahoo.com','617 Squaw Creek Rd. ','Bellmore','NY',11710
'Berna','Moore',NULL,'berna.moore@hotmail.com','7230 Lafayette Drive ','Bronx','NY',10451
'Shiela','Calderon',NULL,'shiela.calderon@msn.com','844 Albany St. ','Rocklin','CA',95677
'Sharie','Alvarez','(212) 211-7621','sharie.alvarez@msn.com','987 West Leatherwood Dr. ','New York','NY',10002
'Bettie','Glover',NULL,'bettie.glover@gmail.com','9083 Addison Dr. ','Euless','TX',76039
'Marilyn','Frank',NULL,'marilyn.frank@aol.com','8878 Branch Street ','Port Chester','NY',10573
'Sheba','Knapp',NULL,'sheba.knapp@aol.com','86 Gates Street ','Woodside','NY',11377
'Aleta','Mack',NULL,'aleta.mack@yahoo.com','8869 W. Edgemont Lane ','Bay Shore','NY',11706
'Reena','Higgins',NULL,'reena.higgins@gmail.com','900 South Columbia Street ','Canyon Country','CA',91387
'Ami','Mcmahon',NULL,'ami.mcmahon@aol.com','566 Hilldale Drive ','Sunnyside','NY',11104
'Somer','Jordan',NULL,'somer.jordan@msn.com','7046 Helen Avenue ','Huntington Station','NY',11746
'Scarlet','Reed',NULL,'scarlet.reed@hotmail.com','151 S. Myers Court ','Bronx','NY',10451
'Trisha','Johnson','(717) 126-8787','trisha.johnson@msn.com','59 Wild Horse St. ','Lancaster','NY',14086
'Majorie','Wyatt',NULL,'majorie.wyatt@yahoo.com','8507 Miller St. ','South Ozone Park','NY',11420
'Abbey','Pugh',NULL,'abbey.pugh@gmail.com','26 Market Drive ','Forest Hills','NY',11375
'Tamela','Harrell',NULL,'tamela.harrell@aol.com','7316 Cypress Rd. ','Central Islip','NY',11722
'Yanira','Bradshaw',NULL,'yanira.bradshaw@gmail.com','7484 Ann Court ','Smithtown','NY',11787
'Delana','Scott',NULL,'delana.scott@yahoo.com','7372 Ridgeview St. ','Mount Vernon','NY',10550
'Cassondra','Pruitt',NULL,'cassondra.pruitt@aol.com','4 Alderwood Circle ','Merrick','NY',11566
'Jesica','Fields',NULL,'jesica.fields@yahoo.com','318 Country Dr. ','Commack','NY',11725
'Herta','Rollins',NULL,'herta.rollins@msn.com','287 1st Drive ','Mountain View','CA',94043
'Mi','Gray','(229) 813-2130','mi.gray@aol.com','27 Roehampton Dr. ','Albany','NY',12203
'Jacalyn','Barnett',NULL,'jacalyn.barnett@gmail.com','7537 Swanson Street ','Maspeth','NY',11378
'Kanesha','Hudson','(510) 788-7298','kanesha.hudson@gmail.com','8293 Gartner Drive ','Oakland','CA',94603
'Darren','Witt',NULL,'darren.witt@aol.com','916 Hillcrest Ave. ','Coachella','CA',92236
'Mable','Pratt',NULL,'mable.pratt@gmail.com','254 SW. Temple Street ','Coachella','CA',92236
'Christoper','Mccall',NULL,'christoper.mccall@msn.com','72 Summit St. ','Bay Shore','NY',11706
'Margorie','Wynn',NULL,'margorie.wynn@gmail.com','707 Schoolhouse St. ','Monsey','NY',10952
'Josef','Greer',NULL,'josef.greer@gmail.com','92 Summer Court ','Jamaica','NY',11432
'Tisa','Whitney',NULL,'tisa.whitney@yahoo.com','549 Newbridge Dr. ','Monsey','NY',10952
'Tonda','Armstrong',NULL,'tonda.armstrong@aol.com','19 Forest Rd. ','Sunnyside','NY',11104
'Arvilla','Weiss',NULL,'arvilla.weiss@msn.com','477 Blue Spring St. ','Bay Shore','NY',11706
'Vashti','Rosario',NULL,'vashti.rosario@yahoo.com','623 Johnson Circle ','Bronx','NY',10451
'Sheri','Cole','(408) 658-2285','sheri.cole@aol.com','479 Chapel Court ','San Jose','CA',95127
'Kandace','Giles',NULL,'kandace.giles@msn.com','30 NE. Walt Whitman Drive ','Wantagh','NY',11793
'Angie','Powers',NULL,'angie.powers@aol.com','6 Rockland Dr. ','Pomona','CA',91768
'Van','Peters','(281) 658-7772','van.peters@yahoo.com','45 Fifth Dr. ','Houston','TX',77016
'Virgina','Berg',NULL,'virgina.berg@yahoo.com','804 South Purple Finch Drive ','Valley Stream','NY',11580
'Olevia','Noel',NULL,'olevia.noel@yahoo.com','39 N. Rosewood Dr. ','Kingston','NY',12401
'Kaci','Gallegos',NULL,'kaci.gallegos@gmail.com','8573 Halifax St. ','Ballston Spa','NY',12020
'Bev','Chang',NULL,'bev.chang@yahoo.com','104 Rockville St. ','Ithaca','NY',14850
'Rodger','Rojas',NULL,'rodger.rojas@yahoo.com','8442 Cooper Ave. ','Bayside','NY',11361
'Lavonne','Anderson',NULL,'lavonne.anderson@aol.com','9420 Wintergreen Court ','Floral Park','NY',11001
'Blanca','Hooper',NULL,'blanca.hooper@msn.com','340 Bald Hill St. ','Ozone Park','NY',11417
'Alysha','Powers',NULL,'alysha.powers@msn.com','39 West Marshall Ave. ','Forest Hills','NY',11375
'Mary','Singleton',NULL,'mary.singleton@hotmail.com','474 Amerige Ave. ','Woodside','NY',11377
'Jina','Cooper',NULL,'jina.cooper@aol.com','8947 W. Lexington Rd. ','Howard Beach','NY',11414
'Loni','Duncan',NULL,'loni.duncan@gmail.com','80 Saxton Lane ','Rosedale','NY',11422
'Collene','Roman',NULL,'collene.roman@aol.com','30 North Argyle Dr. ','Wappingers Falls','NY',12590
'Mariette','Trevino',NULL,'mariette.trevino@aol.com','4 Border Court ','Utica','NY',13501
'Candelaria','Coffey',NULL,'candelaria.coffey@aol.com','45 Newport Lane ','Merrick','NY',11566
'Yan','Trevino',NULL,'yan.trevino@gmail.com','796 Jefferson Rd. ','Uniondale','NY',11553
'Elanor','Patrick',NULL,'elanor.patrick@aol.com','51 Howard Ave. ','Victoria','TX',77904
'Klara','Mosley',NULL,'klara.mosley@gmail.com','518 Devon Court ','Port Chester','NY',10573
'Rosalba','O''neal',NULL,'rosalba.o''neal@yahoo.com','7517 Pennsylvania St. ','Mount Vernon','NY',10550
'Mina','Carrillo',NULL,'mina.carrillo@aol.com','8659 Trenton Lane ','Uniondale','NY',11553
'Alesia','Horne',NULL,'alesia.horne@aol.com','9229 Amherst Lane ','Selden','NY',11784
'Kristen','Alvarez',NULL,'kristen.alvarez@aol.com','9778 North River St. ','Bronx','NY',10451
'Collin','Webster',NULL,'collin.webster@aol.com','475 Cottage Rd. ','Howard Beach','NY',11414
'Ashlee','Pena',NULL,'ashlee.pena@aol.com','966 Highland St. ','Whitestone','NY',11357
'Aimee','Merritt',NULL,'aimee.merritt@yahoo.com','537 East Meadowbrook St. ','Flushing','NY',11354
'Rochelle','Ward',NULL,'rochelle.ward@yahoo.com','7855 La Sierra Street ','Glendora','CA',91740
'Nelle','Beck',NULL,'nelle.beck@aol.com','8998 Wakehurst Drive ','Upland','CA',91784
'Kaila','Walters',NULL,'kaila.walters@msn.com','57 Gates Drive ','Elmhurst','NY',11373
'Aleta','Stone',NULL,'aleta.stone@aol.com','8 Elm Dr. ','Whitestone','NY',11357
'Leif','Short',NULL,'leif.short@gmail.com','962 Carpenter Ave. ','San Angelo','TX',76901
'Lorrie','Pollard',NULL,'lorrie.pollard@yahoo.com','7834 Shore Ave. ','Ronkonkoma','NY',11779
'Vernita','Ball',NULL,'vernita.ball@gmail.com','126 Arnold Dr. ','Los Banos','CA',93635
'Cyndi','Bush',NULL,'cyndi.bush@gmail.com','18 Smoky Hollow Drive ','Elmhurst','NY',11373
'Gertrude','Terry',NULL,'gertrude.terry@hotmail.com','34 Airport Dr. ','Upland','CA',91784
'Virgen','Clemons',NULL,'virgen.clemons@gmail.com','354 Cactus Drive ','South El Monte','CA',91733
'Fairy','Robinson',NULL,'fairy.robinson@msn.com','8837 Joy Ridge St. ','Liverpool','NY',13090
'Laverna','Hernandez',NULL,'laverna.hernandez@hotmail.com','34 South Longfellow St. ','Niagara Falls','NY',14304
'Jeannie','Wilcox',NULL,'jeannie.wilcox@yahoo.com','7744 Miles Dr. ','Franklin Square','NY',11010
'Suellen','Mercado',NULL,'suellen.mercado@yahoo.com','3 Taylor Drive ','Sunnyside','NY',11104
'Bart','Hess',NULL,'bart.hess@aol.com','799 N. Maiden Street ','Kingston','NY',12401
'Alfredo','Dodson',NULL,'alfredo.dodson@hotmail.com','8960 Glenholme Dr. ','Depew','NY',14043
'Shaunda','Barnett',NULL,'shaunda.barnett@gmail.com','9366 San Carlos Lane ','Longview','TX',75604
'Kerrie','Morton',NULL,'kerrie.morton@hotmail.com','8772 State St. ','Pittsford','NY',14534
'Elouise','Fry',NULL,'elouise.fry@aol.com','49 Bohemia Street ','Canyon Country','CA',91387
'Augustus','Steele',NULL,'augustus.steele@aol.com','7474 N. Orchard St. ','Ballston Spa','NY',12020
'Greta','Page',NULL,'greta.page@hotmail.com','8316 Augusta Drive ','Commack','NY',11725
'Kerrie','O''neill',NULL,'kerrie.o''neill@gmail.com','69 Wellington Ave. ','Shirley','NY',11967
'Dannette','Guerrero',NULL,'dannette.guerrero@gmail.com','68 Carriage Street ','San Pablo','CA',94806
'Edra','Fitzgerald',NULL,'edra.fitzgerald@msn.com','8892 Birchwood St. ','Central Islip','NY',11722
'Jerome','Bolton',NULL,'jerome.bolton@msn.com','9921 Argyle Street ','Carmel','NY',10512
'Conception','Slater',NULL,'conception.slater@gmail.com','5 Sunset Street ','Bellmore','NY',11710
'Octavia','Case','(212) 171-1335','octavia.case@aol.com','40 Charles Road ','New York','NY',10002
'Dexter','Roberts',NULL,'dexter.roberts@gmail.com','84 Thatcher Court ','Sunnyside','NY',11104
'Ginette','Edwards',NULL,'ginette.edwards@hotmail.com','9262 NW. Center Ave. ','Baldwin','NY',11510
'Romaine','Haley',NULL,'romaine.haley@aol.com','737 Edgefield Drive ','Ithaca','NY',14850
'Gwendolyn','Miller',NULL,'gwendolyn.miller@msn.com','90 Fordham Ave. ','Harlingen','TX',78552
'Luke','Fuller','(516) 363-2253','luke.fuller@hotmail.com','576 Cleveland Lane ','Hempstead','NY',11550
'Zoraida','Patton',NULL,'zoraida.patton@aol.com','95 Grand Dr. ','Huntington Station','NY',11746
'Georgeanna','Webster','(805) 885-8830','georgeanna.webster@msn.com','40 Creekside Circle ','Oxnard','CA',93035
'Krystin','Marshall',NULL,'krystin.marshall@hotmail.com','10 Old Proctor Lane ','Poughkeepsie','NY',12601
'Vince','Schneider',NULL,'vince.schneider@hotmail.com','473 Corona Ave. ','Merrick','NY',11566
'Iola','Rasmussen',NULL,'iola.rasmussen@yahoo.com','283 N. Manor Station Dr. ','Monroe','NY',10950
'Valery','Saunders',NULL,'valery.saunders@msn.com','42 Marlborough St. ','Victoria','TX',77904
'Johna','Powers',NULL,'johna.powers@hotmail.com','379 Central Ave. ','Deer Park','NY',11729
'Charleen','Hurst',NULL,'charleen.hurst@yahoo.com','87 Country Avenue ','Utica','NY',13501
'Augustina','Joyner',NULL,'augustina.joyner@aol.com','7931 Honey Creek Court ','Mount Vernon','NY',10550
'Daisy','Ward',NULL,'daisy.ward@msn.com','45 Silver Spear Ave. ','Pomona','CA',91768
'Latonya','Dixon',NULL,'latonya.dixon@hotmail.com','9399 Evergreen Street ','Garland','TX',75043
'Hipolito','Padilla',NULL,'hipolito.padilla@hotmail.com','311 E. Rose Avenue ','New Rochelle','NY',10801
'Emmett','Casey',NULL,'emmett.casey@yahoo.com','893 Logan St. ','Valley Stream','NY',11580
'Kandi','Mcneil',NULL,'kandi.mcneil@msn.com','402 Border Street ','Massapequa Park','NY',11762
'Luciano','Marsh',NULL,'luciano.marsh@aol.com','7685 South Willow Drive ','Bellmore','NY',11710
'Julius','Holt',NULL,'julius.holt@aol.com','386 Lower River Street ','East Meadow','NY',11554
'Holly','Nieves',NULL,'holly.nieves@aol.com','60 Cleveland St. ','Longview','TX',75604
'Douglass','Little',NULL,'douglass.little@hotmail.com','294 Harvey Drive ','Duarte','CA',91010
'Izola','Hobbs',NULL,'izola.hobbs@gmail.com','685 Beacon Dr. ','Woodhaven','NY',11421
'Honey','Camacho',NULL,'honey.camacho@gmail.com','934 2nd St. ','Bayside','NY',11361
'Laureen','Barry',NULL,'laureen.barry@yahoo.com','909 Ridge St. ','Orchard Park','NY',14127
'Katharine','Herrera',NULL,'katharine.herrera@hotmail.com','395 SE. Branch St. ','Queensbury','NY',12804
'Sunshine','Rosario',NULL,'sunshine.rosario@aol.com','1 Chestnut Lane ','Jamaica','NY',11432
'Yevette','Todd',NULL,'yevette.todd@aol.com','119 Lakewood Rd. ','Ballston Spa','NY',12020
'Dorthea','Walker',NULL,'dorthea.walker@aol.com','11 Third St. ','Port Washington','NY',11050
'Alane','Munoz','(914) 706-7576','alane.munoz@gmail.com','8 Strawberry Dr. ','Yonkers','NY',10701
'Ayana','Keith','(805) 230-2101','ayana.keith@hotmail.com','182 Thorne Road ','Oxnard','CA',93035
'Caridad','Compton',NULL,'caridad.compton@aol.com','9575 SW. Kingston Court ','San Lorenzo','CA',94580
'Earline','Ballard',NULL,'earline.ballard@hotmail.com','939 Lyme Road ','Mount Vernon','NY',10550
'Nathanael','Bradley',NULL,'nathanael.bradley@aol.com','58 Third St. ','Amsterdam','NY',12010
'Chasidy','Tran',NULL,'chasidy.tran@msn.com','9286 Anderson Street ','Vista','CA',92083
'Janella','Bright','(507) 616-2958','janella.bright@aol.com','7317 Tower Dr. ','Rochester','NY',14606
'Josie','Schultz',NULL,'josie.schultz@hotmail.com','225 Mammoth Street ','Canyon Country','CA',91387
'Ellsworth','Michael',NULL,'ellsworth.michael@yahoo.com','9982 White St. ','Carmel','NY',10512
'Jennette','Wooten',NULL,'jennette.wooten@msn.com','8221 Bow Ridge Lane ','Rowlett','TX',75088
'Cassandra','Nichols',NULL,'cassandra.nichols@yahoo.com','4 Glenwood Circle ','Hicksville','NY',11801
'Courtney','Wyatt',NULL,'courtney.wyatt@gmail.com','369 Arrowhead St. ','Garden City','NY',11530
'Terese','Palmer',NULL,'terese.palmer@hotmail.com','8 Sugar Drive ','Bay Shore','NY',11706
'Sherita','Cherry',NULL,'sherita.cherry@gmail.com','9636 Old Cedarwood Street ','Liverpool','NY',13090
'Serina','Hensley',NULL,'serina.hensley@yahoo.com','53 Proctor Drive ','Jamaica','NY',11432
'Jeni','Farley',NULL,'jeni.farley@aol.com','4 Mill Lane ','Richmond Hill','NY',11418
'Everett','Vega',NULL,'everett.vega@yahoo.com','7859 James Ave. ','Holbrook','NY',11741
'Latosha','Dalton','(661) 529-4501','latosha.dalton@yahoo.com','59 E. Wintergreen Ave. ','Bakersfield','CA',93306
'Romelia','Myers',NULL,'romelia.myers@msn.com','8630 Brook St. ','Garden City','NY',11530
'Effie','Jenkins','(631) 477-1277','effie.jenkins@msn.com','75 South Glen Eagles Court ','Brentwood','NY',11717
'Efren','Oliver',NULL,'efren.oliver@gmail.com','9343 1st Rd. ','Nanuet','NY',10954
'Jerlene','Rios',NULL,'jerlene.rios@yahoo.com','32 Griffin St. ','Plainview','NY',11803
'Bess','Mcbride',NULL,'bess.mcbride@yahoo.com','9832 Winchester St. ','Garden City','NY',11530
'Birdie','Kramer','(248) 725-2174','birdie.kramer@hotmail.com','311 Newcastle Dr. ','Troy','NY',12180
'Collen','Hayes',NULL,'collen.hayes@yahoo.com','117 Eagle St. ','Smithtown','NY',11787
'Clare','Neal',NULL,'clare.neal@msn.com','8922 Shady Ave. ','Mahopac','NY',10541
'Jeanett','Herman',NULL,'jeanett.herman@hotmail.com','839 East Arch Street ','Lindenhurst','NY',11757
'Micki','Rutledge',NULL,'micki.rutledge@aol.com','9868 Marvon Street ','Richmond Hill','NY',11418
'Loise','Walker',NULL,'loise.walker@aol.com','201 Glen Eagles St. ','Shirley','NY',11967
'Burma','Summers',NULL,'burma.summers@yahoo.com','890 East Elmwood Street ','Freeport','NY',11520
'Myron','Ruiz',NULL,'myron.ruiz@gmail.com','45 Shadow Brook Lane ','Amityville','NY',11701
'Lashawna','Richardson',NULL,'lashawna.richardson@hotmail.com','9920 Purple Finch St. ','Baldwin','NY',11510
'Lavern','Orr',NULL,'lavern.orr@hotmail.com','913 N. Young Street ','Webster','NY',14580
'Alec','Peck',NULL,'alec.peck@hotmail.com','4 W. Belmont St. ','Victoria','TX',77904
'Christopher','Richardson',NULL,'christopher.richardson@gmail.com','7846 Windfall Dr. ','Santa Cruz','CA',95060
'Arminda','Weber',NULL,'arminda.weber@yahoo.com','6 Hill Field St. ','Bellmore','NY',11710
'Emmett','Hahn',NULL,'emmett.hahn@hotmail.com','7727 6th St. ','Freeport','NY',11520
'Gertha','Mejia',NULL,'gertha.mejia@yahoo.com','518 Orchard St. ','Flushing','NY',11354
'Garland','Weaver',NULL,'garland.weaver@gmail.com','7161 Goldfield Court ','Amsterdam','NY',12010
'Jayson','Rutledge',NULL,'jayson.rutledge@yahoo.com','8672 Coffee St. ','Lake Jackson','TX',77566
'Narcisa','Knapp',NULL,'narcisa.knapp@aol.com','435 Dogwood Dr. ','Amarillo','TX',79106
'Gayla','Sims',NULL,'gayla.sims@gmail.com','98 Hall Street ','Lindenhurst','NY',11757
'Chelsey','Boyd',NULL,'chelsey.boyd@yahoo.com','9569 Birchpond Ave. ','Euless','TX',76039
'Catherine','Miles',NULL,'catherine.miles@msn.com','7189 Elm Dr. ','East Elmhurst','NY',11369
'Valeri','Marshall',NULL,'valeri.marshall@hotmail.com','494 East Brewery Dr. ','East Meadow','NY',11554
'Grace','Madden',NULL,'grace.madden@gmail.com','606 East Rocky River St. ','San Pablo','CA',94806
'Joaquin','Hawkins','(657) 557-1746','joaquin.hawkins@aol.com','3 Oklahoma Lane ','Anaheim','CA',92806
'Kirstie','Vazquez',NULL,'kirstie.vazquez@gmail.com','8006 Rockland Ave. ','Saratoga Springs','NY',12866
'Yu','Mcdonald',NULL,'yu.mcdonald@aol.com','784 Pheasant Rd. ','Ossining','NY',10562
'Celestine','Jacobs',NULL,'celestine.jacobs@gmail.com','87 Hanover Rd. ','Massapequa','NY',11758
'Justa','Thompson',NULL,'justa.thompson@aol.com','43 Manor Ave. ','Corona','NY',11368
'Lise','Alvarado',NULL,'lise.alvarado@gmail.com','9816 Newcastle Dr. ','Hamburg','NY',14075
'Pearl','Fox',NULL,'pearl.fox@yahoo.com','9415 Honey Creek Dr. ','Uniondale','NY',11553
'Travis','Goodman',NULL,'travis.goodman@yahoo.com','65 Rockcrest Dr. ','Los Banos','CA',93635
'Shu','Mays',NULL,'shu.mays@gmail.com','996 St Margarets Lane ','Astoria','NY',11102
'Ezra','Fowler',NULL,'ezra.fowler@hotmail.com','16 Pearl St. ','Nanuet','NY',10954
'Edda','Young',NULL,'edda.young@gmail.com','50 S. Airport Street ','North Tonawanda','NY',14120
'Lidia','Ashley',NULL,'lidia.ashley@hotmail.com','8436 Meadow St. ','Baldwinsville','NY',13027
'Moira','Lester',NULL,'moira.lester@msn.com','496 Greystone Court ','Jackson Heights','NY',11372
'Tony','Hicks','(657) 260-6783','tony.hicks@gmail.com','226 Carriage Street ','Anaheim','CA',92806
'Malinda','Baxter',NULL,'malinda.baxter@yahoo.com','7698 Briarwood Ave. ','Whitestone','NY',11357
'Marlo','Jefferson',NULL,'marlo.jefferson@gmail.com','39 Trenton Rd. ','Niagara Falls','NY',14304
'Tiana','Henderson',NULL,'tiana.henderson@aol.com','62 Orange St. ','Franklin Square','NY',11010
'Wilda','Petersen',NULL,'wilda.petersen@aol.com','899 Helen St. ','Jamaica','NY',11432
'Irving','Pitts',NULL,'irving.pitts@msn.com','346 College Court ','Torrance','CA',90505
'Sheree','Pena',NULL,'sheree.pena@yahoo.com','822 Virginia Court ','Staten Island','NY',10301
'Vance','Taylor','(717) 218-5607','vance.taylor@msn.com','8279 Military Dr. ','Lancaster','NY',14086
'Terra','Pickett',NULL,'terra.pickett@aol.com','7822 Depot Avenue ','Amsterdam','NY',12010
'Faustino','Delacruz',NULL,'faustino.delacruz@msn.com','88 West Greenview Street ','South Richmond Hill','NY',11419
'Julienne','Moody','(682) 841-4643','julienne.moody@hotmail.com','35 South Oxford Rd. ','Fort Worth','TX',76110
'Hee','Greer',NULL,'hee.greer@hotmail.com','41 North Garfield Ave. ','Selden','NY',11784
'Whitney','Cash',NULL,'whitney.cash@gmail.com','8 Surrey Street ','Hamburg','NY',14075
'Clarita','Curry',NULL,'clarita.curry@hotmail.com','661 Tanglewood Street ','Hollis','NY',11423
'Reita','Dickson',NULL,'reita.dickson@hotmail.com','7506 Mechanic Dr. ','Scarsdale','NY',10583
'Rosa','Kinney',NULL,'rosa.kinney@yahoo.com','330 Highland Drive ','Brooklyn','NY',11201
'Buford','Gilbert',NULL,'buford.gilbert@yahoo.com','9 East Ketch Harbour Street ','Bellmore','NY',11710
'Homer','Powers',NULL,'homer.powers@msn.com','8207 East El Dorado Ave. ','Palos Verdes Peninsula','CA',90274
'Rudolf','Gilliam',NULL,'rudolf.gilliam@aol.com','17 Marlborough Circle ','Palos Verdes Peninsula','CA',90274
'Andreas','Herman',NULL,'andreas.herman@msn.com','456 Rock Creek Street ','Mount Vernon','NY',10550
'Max','Charles',NULL,'max.charles@gmail.com','695 St Paul Street ','Glen Cove','NY',11542
